32,32,32,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
207,141,88,
172,112,70,
0,67,147,
0,67,147,
32,53,116,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
190,128,80,
212,145,91,
199,135,85,
99,96,143,
0,0,0,
0,67,147,
0,67,147,
0,67,147,
0,67,147,
0,67,147,
172,112,70,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
32,32,32,
32,32,32,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,83,180,
0,83,180,
0,83,180,
0,83,180,
0,83,180,
0,86,187,
172,112,70,
212,145,91,
212,145,91,
112,66,41,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
111,69,43,
213,146,92,
141,91,56,
141,91,56,
0,83,180,
0,83,180,
0,83,180,
0,83,180,
0,83,180,
0,83,180,
0,0,0,
211,208,208,
255,255,255,
255,255,255,
255,255,255,
0,0,0,
0,0,0,
32,32,32,
32,32,32,
0,0,0,
0,0,0,
0,0,0,
255,255,255,
207,0,24,
0,0,0,
0,0,0,
149,29,62,
0,83,180,
0,83,180,
0,79,173,
0,67,147,
0,67,147,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
255,0,31,
217,0,24,
210,0,23,
0,67,147,
0,89,192,
103,127,137,
80,75,166,
255,0,31,
255,0,31,
255,0,31,
255,0,31,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
32,32,32,
32,32,32,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
255,233,187,
142,61,39,
255,210,169,
255,210,169,
113,94,75,
168,134,107,
0,0,0,
210,210,210,
227,227,227,
255,255,255,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
255,255,255,
255,255,255,
210,210,210,
175,144,115,
210,172,138,
0,0,0,
0,0,0,
255,210,169,
128,43,2,
255,210,169,
255,218,175,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
32,32,32,
32,32,32,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
241,0,29,
255,0,31,
202,89,82,
244,201,161,
44,185,240,
217,178,143,
255,211,170,
213,175,140,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
210,0,23,
210,0,23,
209,0,0,
209,0,0,
255,0,31,
255,0,31,
255,0,31,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
32,32,32,
32,32,32,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
255,0,31,
255,0,31,
255,4,16,
255,189,193,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0
