138,0,25,
138,0,25,
138,0,25,
136,1,25,
251,251,251,
254,254,254,
108,7,28,
142,142,142,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
255,255,255,
242,242,242,
254,254,254,
255,255,255,
252,255,255,
213,213,213,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
255,255,255,
255,255,255,
9,16,174,
9,22,221,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
142,0,24,
101,12,26,
255,255,255,
255,255,255,
255,255,255,
137,0,24,
0,2,0,
0,0,0,
0,0,0,
0,0,0,
18,28,216,
9,12,133,
90,92,167,
244,233,185,
255,255,255,
0,0,0,
0,0,0,
0,0,0,
9,22,222,
9,22,222,
0,1,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
12,20,224,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
10,22,220,
240,228,176,
240,228,176,
13,19,229,
241,227,175,
8,14,198,
255,255,255,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
240,228,176,
9,22,222,
240,228,176,
240,228,176,
240,228,176,
0,0,0,
0,0,0,
0,0,0,
10,22,221,
9,22,222,
9,22,222,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
247,247,247,
0,0,0,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
2,0,0,
9,24,212,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
0,0,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
240,228,176,
241,228,178,
240,228,176,
240,228,176,
239,229,174,
243,227,177,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
254,254,248,
255,255,255,
255,255,255,
255,255,255,
0,0,0,
0,0,0,
0,0,0,
255,255,255,
255,255,255,
87,87,87,
0,1,1,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
255,254,252,
255,255,255,
16,72,20,
19,23,159,
19,18,191,
18,72,17,
2,4,9,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
255,255,255,
8,24,209,
9,22,222,
9,22,222,
9,22,221,
64,72,150,
244,243,239,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
0,0,0,
0,0,0,
0,0,0,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
160,157,184,
6,21,226,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
240,227,176,
240,228,175,
9,23,220,
9,22,222,
9,22,222,
9,22,222,
9,22,222,
0,0,0,
0,0,0,
0,0,0,
0,0,0
